s_id,a_id,x,y
76,-152,-498.45,330.24
76,-160,-3279.13,1460.89
77,-4,1508.12,-3064.85
77,-5,-3257.44,2585.07
77,-12,310.38,-2467.64
77,-13,-1517,-1957.8
77,-14,-2632.59,1985.9
77,-17,956.33,-2675.15
77,-28,-1396.82,174.36
77,-30,190.45,-2660.06
77,-34,-3048.98,2797.58
77,-43,351.76,-2457.96
77,-53,-988.12,-1963.64
77,-58,-1799.85,-468.41
77,-66,-471.06,1138.99
77,-67,-4321.53,554.05
77,-68,-3399.26,826.37
77,-70,928.03,-2849.19
77,-71,-2660.43,-148.65
77,-79,-1556.81,-2023.98
77,-88,-3014.74,1683.55
77,-94,354.54,1926.17
77,-95,-1459.13,2176.25
77,-96,-4133.22,585.63
77,-97,-2533.33,-2704.72
77,-116,639.65,-2593.27
77,-121,-4070.13,890.04
77,-124,-1053.97,-1949.86
77,-131,-3817.55,2415.56
77,-134,1283.31,-1540.33
77,-141,1119.14,-2766.48
77,-144,-2191.7,-1093.07
77,-145,-3696.54,132.09
77,-151,-3160.3,-204.15
77,-156,-1719.18,749.44
77,-161,-4494.04,352.86
77,-165,-1805.49,-323.42
78,-23,4090.3,632.93
78,-81,2178.2,3026.91
78,-87,1200.01,4117.08
79,-4,3064.93,-1040.87
79,-12,1867.2,-443.66
79,-13,39.82,66.17
79,-14,-1075.78,4009.88
79,-17,2513.14,-651.17
79,-28,160,2198.34
79,-30,1747.26,-636.08
79,-38,-2959.17,2806.19
79,-43,1908.57,-433.98
79,-53,568.69,60.34
79,-55,-3324.87,649.41
79,-58,-243.04,1555.56
79,-66,1085.75,3162.97
79,-67,-2764.72,2578.03
79,-68,-1842.45,2850.35
79,-70,2484.85,-825.21
79,-71,-1103.61,1875.33
79,-77,1556.81,2023.98
79,-88,-1457.93,3707.53
79,-94,1911.36,3950.15
79,-95,97.68,4200.23
79,-96,-2576.41,2609.6
79,-97,-976.52,-680.75
79,-99,-3179.77,2787.1
79,-113,-3688.89,207.87
79,-116,2196.46,-569.29
79,-119,-3110.75,2755.25
79,-121,-2513.31,2914.02
79,-124,502.85,74.12
79,-134,2840.12,483.65
79,-141,2675.96,-742.5
79,-144,-634.88,930.91
79,-145,-2139.73,2156.07
79,-151,-1603.49,1819.83
79,-155,-3054.28,3303.13
79,-156,-162.36,2773.42
79,-161,-2937.22,2376.84
79,-165,-248.68,1700.56
79,-167,-1865.1,-1834.82
80,-23,-1209.52,3783.49
80,-130,-261.43,2448.37
80,-159,2367.16,2264.28
81,-8,2427.96,1456.52
81,-11,3759.25,2359.18
81,-22,1936.1,1103.27
81,-23,1912.1,-2393.98
81,-31,-826.1,3754.22
81,-32,-579.08,4173.53
81,-35,2311.17,1676.61
81,-39,1212.09,2474.55
81,-40,388.63,946.71
81,-41,1440.32,1503.34
81,-42,-707.04,3823.86
81,-44,2802.36,2685
81,-51,1096.98,1965.87
81,-56,323.02,3234.22
81,-62,17.78,3049.54
81,-63,4073.37,-734.71
81,-64,1066.93,1817.68
81,-72,671.31,1639.47
81,-78,-2178.2,-3026.91
81,-83,1484.68,3222.42
81,-84,-350.96,3491.84
81,-87,-978.19,1090.17
81,-93,1140.69,2206.29
81,-98,447.72,2484.92
81,-117,4128.18,-221.54
81,-128,-114.31,2873.46
81,-132,1290.67,2630.39
81,-148,-1450.39,1475.41
81,-157,569.32,3243.91
81,-162,1908.73,1970.33
81,-164,418.25,2343.31
81,-166,751.5,3391.55
82,-3,-873.84,3110.74
82,-5,2685.76,-1633.76
82,-6,-2739.64,1058.18
82,-14,3310.61,-2232.93
82,-15,279.09,-1615.89
82,-16,50.31,-109.3
82,-34,2894.22,-1421.25
82,-38,1427.22,-3436.62
82,-47,-3997.79,1140.84
82,-50,-979.68,4267.15
82,-61,-3144.27,2428.89
82,-67,1621.67,-3664.78
82,-68,2543.94,-3392.46
82,-69,-2619,580.64
82,-88,2928.46,-2535.28
82,-91,-710.47,2620.12
82,-96,1809.98,-3633.21
82,-99,1206.62,-3455.71
82,-100,-2552.21,3634.87
82,-101,-1351.11,-440.75
82,-102,-1185.47,3639.47
82,-104,-1553.58,3339.96
82,-106,-637.19,2985.41
82,-109,-2911.34,1649.39
82,-119,1275.64,-3487.56
82,-121,1873.07,-3328.79
82,-131,2125.65,-1803.27
82,-139,-1723.04,3496.19
82,-143,-1599.25,-739.62
82,-149,-1881.12,-668.16
82,-150,-122.13,2466.75
82,-154,-519.38,4240.5
82,-155,1332.11,-2939.68
82,-158,-2116.1,2988.15
82,-159,-3512.42,-1139.97
82,-161,1449.16,-3865.97
82,-163,-1342.08,2986.98
83,-8,943.27,-1765.9
83,-11,2274.57,-863.25
83,-22,451.42,-2119.15
83,-31,-2310.78,531.8
83,-32,-2063.77,951.1
83,-35,826.49,-1545.81
83,-39,-272.59,-747.87
83,-40,-1096.05,-2275.71
83,-41,-44.37,-1719.08
83,-42,-2191.72,601.44
83,-44,1317.68,-537.43
83,-51,-387.71,-1256.55
83,-52,-3857.72,1985.52
83,-56,-1161.67,11.8
83,-60,1882.28,44.09
83,-62,-1466.9,-172.88
83,-64,-417.75,-1404.74
83,-72,-813.38,-1582.95
83,-81,-1484.68,-3222.42
83,-84,-1835.64,269.42
83,-87,-2462.88,-2132.26
83,-93,-343.99,-1016.13
83,-98,-1036.97,-737.51
83,-117,2643.5,-3443.96
83,-128,-1598.99,-348.96
83,-132,-194.01,-592.03
83,-133,-2994.75,1228.51
83,-148,-2935.08,-1747.02
83,-153,-3123.71,1600.44
83,-157,-915.36,21.48
83,-162,424.04,-1252.09
83,-164,-1066.43,-879.11
83,-166,-733.19,169.12
84,-8,2778.92,-2035.33
84,-11,4110.21,-1132.67
84,-22,2287.06,-2388.57
84,-31,-475.14,262.38
84,-32,-228.12,681.68
84,-35,2662.13,-1815.23
84,-39,1563.05,-1017.29
84,-40,739.59,-2545.13
84,-41,1791.27,-1988.5
84,-42,-356.08,332.02
84,-44,3153.32,-806.85
84,-51,1447.94,-1525.97
84,-52,-2022.07,1716.1
84,-56,673.98,-257.62
84,-60,3717.92,-225.34
84,-62,368.74,-442.31
84,-64,1417.89,-1674.16
84,-72,1022.27,-1852.37
84,-73,-2459.32,2209.3
84,-75,-2336.88,2388.19
84,-81,350.96,-3491.84
84,-83,1835.64,-269.42
84,-87,-627.23,-2401.68
84,-93,1491.65,-1285.55
84,-98,798.68,-1006.93
84,-111,-2691.81,2682.3
84,-112,-1413.91,3844.85
84,-128,236.65,-618.38
84,-132,1641.63,-861.45
84,-133,-1159.1,959.08
84,-148,-1099.43,-2016.44
84,-153,-1288.06,1331.02
84,-157,920.28,-247.94
84,-162,2259.69,-1521.51
84,-164,769.21,-1148.53
84,-166,1102.46,-100.3
85,-1,-1321.18,3891.71
85,-7,648.35,2694.83
85,-9,942.96,4243.64
85,-19,315.99,97.57
85,-20,-2904.76,3104.15
85,-21,191.7,-145.81
85,-36,-2476.15,2763.95
85,-52,1695.28,-1934.63
85,-59,1831.23,3609.28
85,-73,1258.04,-1441.43
85,-75,1380.48,-1262.54
85,-86,-409.39,4241.23
85,-89,-1546.2,-911.21
85,-90,-1135.25,2261.19
85,-103,-496.11,2641.22
85,-105,-2127.58,3852.57
85,-111,1025.55,-968.43
85,-112,2303.44,194.12
85,-118,-2144.05,3868.21
85,-122,361.93,4503.96
85,-125,-1432.12,-1049.03
85,-129,179.4,3970.13
85,-133,2558.25,-2691.64
85,-137,-1148.69,1029.39
85,-140,-880.42,1200.33
85,-142,-1787.25,1687.46
85,-147,-1235.95,2673.06
85,-153,2429.29,-2319.71
86,-1,-911.78,-349.51
86,-2,-2817.96,-602.19
86,-7,1057.74,-1546.4
86,-9,1352.35,2.41
86,-10,-2751.48,-521.9
86,-18,-4234.55,1626.65
86,-19,725.38,-4143.65
86,-20,-2495.36,-1137.08
86,-21,601.09,-4387.04
86,-25,-3704.81,1139.7
86,-26,-3531.1,653.43
86,-27,-3742.83,1311.97
86,-29,-3264.63,849.9
86,-33,-2369.1,-76.66
86,-36,-2066.76,-1477.28
86,-46,-2834.97,1124.94
86,-49,-3339.7,1020.63
86,-54,-2423.41,1409.75
86,-59,2240.63,-631.94
86,-65,-3180.83,925.87
86,-85,409.39,-4241.23
86,-90,-725.86,-1980.03
86,-92,-2718.47,-532.06
86,-103,-86.71,-1600.01
86,-105,-1718.19,-388.65
86,-108,-3569.13,1521.63
86,-118,-1734.66,-373.02
86,-122,771.32,262.73
86,-129,588.8,-271.1
86,-136,-3321.05,2050.74
86,-137,-739.3,-3211.83
86,-140,-471.02,-3040.9
86,-142,-1377.86,-2553.76
86,-147,-826.55,-1568.16
87,-8,3406.15,366.35
87,-22,2914.3,13.11
87,-23,2890.3,-3484.15
87,-31,152.09,2664.05
87,-32,399.11,3083.36
87,-35,3289.37,586.44
87,-39,2190.28,1384.39
87,-40,1366.82,-143.45
87,-41,2418.51,413.17
87,-42,271.15,2733.7
87,-44,3780.56,1594.83
87,-51,2075.17,875.71
87,-52,-1394.84,4117.77
87,-56,1301.21,2144.05
87,-62,995.97,1959.37
87,-64,2045.12,727.51
87,-72,1649.5,549.31
87,-78,-1200.01,-4117.08
87,-81,978.19,-1090.17
87,-83,2462.88,2132.26
87,-84,627.23,2401.68
87,-93,2118.88,1116.13
87,-98,1425.91,1394.75
87,-128,863.89,1783.3
87,-132,2268.87,1540.22
87,-133,-531.87,3360.76
87,-148,-472.2,385.24
87,-153,-660.83,3732.7
87,-157,1547.51,2153.74
87,-162,2886.92,880.16
87,-164,1396.44,1253.14
87,-166,1729.69,2301.38
88,-5,-242.7,901.52
88,-13,1497.75,-3641.35
88,-14,382.15,302.35
88,-15,-2649.37,919.39
88,-16,-2878.15,2425.98
88,-28,1617.92,-1509.19
88,-34,-34.23,1114.03
88,-38,-1501.24,-901.33
88,-53,2026.62,-3647.19
88,-55,-1866.94,-3058.12
88,-58,1214.89,-2151.96
88,-66,2543.68,-544.56
88,-67,-1306.79,-1129.5
88,-68,-384.52,-857.17
88,-71,354.31,-1832.2
88,-77,3014.74,-1683.55
88,-79,1457.93,-3707.53
88,-82,-2928.46,2535.28
88,-94,3369.29,242.62
88,-95,1555.61,492.71
88,-96,-1118.48,-1097.92
88,-97,481.41,-4388.27
88,-99,-1721.84,-920.43
88,-113,-2230.96,-3499.66
88,-119,-1652.82,-952.28
88,-121,-1055.38,-793.51
88,-124,1960.77,-3633.41
88,-131,-802.81,732.02
88,-144,823.05,-2776.61
88,-145,-681.8,-1551.46
88,-151,-145.56,-1887.7
88,-155,-1596.35,-404.4
88,-156,1295.57,-934.1
88,-161,-1479.29,-1330.68
88,-165,1209.25,-2006.97
89,-7,2194.55,3606.04
89,-19,1862.19,1008.79
89,-20,-1358.56,4015.36
89,-21,1737.89,765.4
89,-24,-3798.61,902.37
89,-36,-929.95,3675.16
89,-37,-3788.75,1011.49
89,-52,3241.48,-1023.42
89,-73,2804.24,-530.21
89,-75,2926.67,-351.32
89,-85,1546.2,911.21
89,-90,410.95,3172.41
89,-103,1050.09,3552.43
89,-111,2571.74,-57.21
89,-112,3849.64,1105.33
89,-125,114.08,-137.82
89,-133,4104.45,-1780.43
89,-137,397.5,1940.61
89,-140,665.78,2111.55
89,-142,-241.06,2598.68
89,-147,310.25,3584.28
89,-153,3975.49,-1408.49
90,-1,-185.92,1630.52
90,-2,-2092.1,1377.84
90,-7,1783.6,433.63
90,-9,2078.21,1982.44
90,-10,-2025.62,1458.13
90,-19,1451.24,-2163.62
90,-20,-1769.51,842.96
90,-21,1326.95,-2407
90,-25,-2978.95,3119.73
90,-26,-2805.24,2633.46
90,-27,-3016.97,3292
90,-29,-2538.77,2829.94
90,-33,-1643.24,1903.37
90,-36,-1340.9,502.76
90,-46,-2109.11,3104.98
90,-49,-2613.84,3000.66
90,-54,-1697.55,3389.79
90,-59,2966.48,1348.09
90,-65,-2454.97,2905.91
90,-73,2393.29,-3702.62
90,-75,2515.73,-3523.73
90,-85,1135.25,-2261.19
90,-86,725.86,1980.03
90,-89,-410.95,-3172.41
90,-92,-1992.61,1447.98
90,-103,639.15,380.02
90,-105,-992.33,1591.38
90,-108,-2843.27,3501.67
90,-111,2160.8,-3229.62
90,-112,3438.69,-2067.07
90,-118,-1008.8,1607.02
90,-122,1497.18,2242.76
90,-125,-296.86,-3310.23
90,-129,1314.66,1708.94
90,-137,-13.44,-1231.8
90,-140,254.83,-1060.86
90,-142,-652,-573.73
90,-147,-100.7,411.87
91,-3,-163.36,490.62
91,-6,-2029.17,-1561.94
91,-15,989.56,-4236.01
91,-16,760.78,-2729.43
91,-47,-3287.31,-1479.29
91,-48,-1571.48,1889.76
91,-50,-269.21,1647.03
91,-61,-2433.79,-191.23
91,-63,-4217.36,-581.6
91,-69,-1908.53,-2039.48
91,-82,710.47,-2620.12
91,-100,-1841.74,1014.75
91,-101,-640.64,-3060.87
91,-102,-475,1019.35
91,-104,-843.1,719.83
91,-106,73.29,365.28
91,-109,-2200.87,-970.73
91,-117,-4162.54,-68.44
91,-127,-1418.5,2173.04
91,-139,-1012.57,876.06
91,-143,-888.77,-3359.75
91,-149,-1170.65,-3288.29
91,-150,588.34,-153.37
91,-154,191.1,1620.38
91,-158,-1405.63,368.03
91,-163,-631.61,366.85
92,-1,1806.68,182.54
92,-2,-99.5,-70.13
92,-7,3776.21,-1014.35
92,-9,4070.82,534.47
92,-10,-33.01,10.15
92,-18,-1516.08,2158.71
92,-20,223.1,-605.02
92,-24,-2216.95,-3718.01
92,-25,-986.35,1671.75
92,-26,-812.63,1185.48
92,-27,-1024.37,1844.03
92,-29,-546.16,1381.96
92,-33,349.37,455.39
92,-36,651.71,-945.22
92,-37,-2207.09,-3608.9
92,-46,-116.5,1657
92,-49,-621.24,1552.69
92,-54,295.06,1941.81
92,-65,-462.37,1457.93
92,-86,2718.47,532.06
92,-90,1992.61,-1447.98
92,-103,2631.75,-1067.95
92,-105,1000.28,143.4
92,-107,-3273.56,2723.74
92,-108,-850.66,2053.69
92,-110,-3039.29,3108.17
92,-118,983.81,159.04
92,-120,-2930.11,2645.77
92,-122,3489.79,794.79
92,-123,-1704.94,3062.5
92,-129,3307.26,260.96
92,-136,-602.58,2582.79
92,-137,1979.17,-2679.78
92,-140,2247.44,-2508.84
92,-142,1340.61,-2021.71
92,-147,1891.91,-1036.11
93,-8,1287.27,-749.78
93,-11,2618.56,152.88
93,-22,795.41,-1103.02
93,-31,-1966.79,1547.93
93,-32,-1719.77,1967.23
93,-35,1170.48,-529.68
93,-39,71.4,268.26
93,-40,-752.06,-1259.58
93,-41,299.63,-702.95
93,-42,-1847.73,1617.57
93,-44,1661.67,478.7
93,-51,-43.71,-240.42
93,-56,-817.67,1027.93
93,-60,2226.27,1060.21
93,-62,-1122.91,843.24
93,-63,2932.68,-2941
93,-64,-73.76,-388.61
93,-72,-469.38,-566.82
93,-81,-1140.69,-2206.29
93,-83,343.99,1016.13
93,-84,-1491.65,1285.55
93,-87,-2118.88,-1116.13
93,-98,-692.97,278.62
93,-117,2987.49,-2427.83
93,-128,-1255,667.17
93,-132,149.98,424.1
93,-133,-2650.75,2244.63
93,-148,-2591.08,-730.89
93,-153,-2779.71,2616.57
93,-157,-571.37,1037.61
93,-162,768.04,-235.96
93,-164,-722.44,137.02
93,-166,-389.19,1185.25
94,-5,-3611.99,658.9
94,-12,-44.16,-4393.81
94,-13,-1871.54,-3883.97
94,-14,-2987.14,59.73
94,-28,-1751.36,-1751.81
94,-34,-3403.52,871.41
94,-43,-2.79,-4384.13
94,-53,-1342.67,-3889.8
94,-58,-2154.4,-2394.58
94,-66,-825.6,-787.17
94,-68,-3753.8,-1099.79
94,-71,-3014.97,-2074.81
94,-77,-354.54,-1926.17
94,-79,-1911.36,-3950.15
94,-88,-3369.29,-242.62
94,-95,-1813.67,250.09
94,-116,285.11,-4519.43
94,-121,-4424.67,-1036.13
94,-124,-1408.51,-3876.03
94,-131,-4172.1,489.4
94,-134,928.77,-3466.49
94,-144,-2546.24,-3019.23
94,-145,-4051.09,-1794.07
94,-151,-3514.84,-2130.32
94,-156,-2073.72,-1176.72
94,-165,-2160.04,-2249.59
95,-5,-1798.31,408.81
95,-13,-57.87,-4134.06
95,-14,-1173.46,-190.36
95,-15,-4204.98,426.69
95,-28,62.31,-2001.9
95,-34,-1589.84,621.32
95,-38,-3056.85,-1394.04
95,-53,471.01,-4139.89
95,-58,-340.72,-2644.67
95,-66,988.07,-1037.26
95,-67,-2862.4,-1622.2
95,-68,-1940.13,-1349.88
95,-71,-1201.3,-2324.9
95,-77,1459.13,-2176.25
95,-79,-97.68,-4200.23
95,-88,-1555.61,-492.71
95,-94,1813.67,-250.09
95,-96,-2674.09,-1590.63
95,-99,-3277.45,-1413.13
95,-119,-3208.43,-1444.99
95,-121,-2611,-1286.21
95,-124,405.16,-4126.11
95,-131,-2358.42,239.31
95,-144,-732.57,-3269.32
95,-145,-2237.41,-2044.16
95,-151,-1701.17,-2380.41
95,-155,-3151.96,-897.11
95,-156,-260.05,-1426.81
95,-161,-3034.91,-1823.39
95,-165,-346.36,-2499.67
96,-5,875.78,1999.44
96,-13,2616.22,-2543.43
96,-14,1500.63,1400.27
96,-15,-1530.89,2017.32
96,-16,-1759.67,3523.9
96,-28,2736.4,-411.27
96,-34,1084.24,2211.95
96,-38,-382.76,196.59
96,-53,3145.1,-2549.26
96,-55,-748.46,-1960.2
96,-58,2333.37,-1054.04
96,-66,3662.16,553.37
96,-67,-188.31,-31.57
96,-68,733.96,240.75
96,-71,1472.79,-734.27
96,-77,4133.22,-585.63
96,-79,2576.41,-2609.6
96,-82,-1809.98,3633.21
96,-88,1118.48,1097.92
96,-95,2674.09,1590.63
96,-97,1599.89,-3290.35
96,-99,-603.36,177.5
96,-101,-3161.1,3192.46
96,-113,-1112.48,-2401.74
96,-119,-534.34,145.64
96,-121,63.09,304.42
96,-124,3079.25,-2535.49
96,-131,315.67,1829.94
96,-143,-3409.23,2893.58
96,-144,1941.52,-1678.69
96,-145,436.68,-453.53
96,-151,972.92,-789.78
96,-155,-477.87,693.52
96,-156,2414.04,163.82
96,-161,-360.82,-232.76
96,-165,2327.73,-909.04
96,-167,711.31,-4444.42
97,-4,4041.45,-360.12
97,-12,2843.72,237.08
97,-13,1016.34,746.92
97,-17,3489.66,29.58
97,-28,1136.51,2879.08
97,-30,2723.78,44.66
97,-38,-1982.65,3486.94
97,-43,2885.09,246.76
97,-53,1545.21,741.09
97,-55,-2348.35,1330.15
97,-58,733.48,2236.31
97,-66,2062.27,3843.72
97,-67,-1788.2,3258.78
97,-68,-865.93,3531.1
97,-70,3461.36,-144.47
97,-71,-127.1,2556.08
97,-77,2533.33,2704.72
97,-79,976.52,680.75
97,-88,-481.41,4388.27
97,-96,-1599.89,3290.35
97,-99,-2203.25,3467.85
97,-113,-2712.37,888.61
97,-116,3172.98,111.46
97,-119,-2134.23,3435.99
97,-121,-1536.79,3594.77
97,-124,1479.36,754.86
97,-134,3816.64,1164.4
97,-141,3652.47,-61.76
97,-144,341.64,1611.66
97,-145,-1163.21,2836.82
97,-151,-626.97,2500.57
97,-155,-2077.76,3983.87
97,-156,814.15,3454.17
97,-161,-1960.7,3057.59
97,-165,727.84,2381.31
97,-167,-888.58,-1154.07
98,-8,1980.24,-1028.4
98,-11,3311.53,-125.74
98,-22,1488.39,-1381.64
98,-31,-1273.82,1269.31
98,-32,-1026.8,1688.61
98,-35,1863.46,-808.3
98,-39,764.37,-10.36
98,-40,-59.09,-1538.2
98,-41,992.6,-981.57
98,-42,-1154.76,1338.95
98,-44,2354.65,200.08
98,-51,649.26,-519.04
98,-52,-2820.75,2723.02
98,-56,-124.7,749.31
98,-60,2919.24,781.59
98,-62,-429.94,564.62
98,-64,619.21,-667.23
98,-72,223.59,-845.44
98,-81,-447.72,-2484.92
98,-83,1036.97,737.51
98,-84,-798.68,1006.93
98,-87,-1425.91,-1394.75
98,-93,692.97,-278.62
98,-128,-562.02,388.55
98,-132,842.96,145.47
98,-133,-1957.78,1966.01
98,-148,-1898.11,-1009.51
98,-153,-2086.74,2337.95
98,-157,121.6,758.99
98,-162,1461.01,-514.59
98,-164,-29.46,-141.6
98,-166,303.78,906.63
99,-5,1479.14,1821.95
99,-13,3219.58,-2720.93
99,-14,2103.99,1222.78
99,-15,-927.53,1839.82
99,-16,-1156.31,3346.41
99,-28,3339.76,-588.76
99,-34,1687.61,2034.46
99,-38,220.6,19.09
99,-55,-145.1,-2137.69
99,-58,2936.73,-1231.54
99,-66,4265.52,375.87
99,-67,415.05,-209.07
99,-68,1337.32,63.25
99,-71,2076.15,-911.77
99,-79,3179.77,-2787.1
99,-82,-1206.62,3455.71
99,-88,1721.84,920.43
99,-95,3277.45,1413.13
99,-96,603.36,-177.5
99,-97,2203.25,-3467.85
99,-101,-2557.73,3014.96
99,-113,-509.12,-2579.23
99,-119,69.02,-31.85
99,-121,666.45,126.92
99,-131,919.03,1652.44
99,-143,-2805.87,2716.09
99,-144,2544.88,-1856.19
99,-145,1040.04,-631.03
99,-149,-3087.74,2787.55
99,-151,1576.28,-967.27
99,-155,125.49,516.03
99,-156,3017.4,-13.68
99,-161,242.54,-410.26
99,-165,2931.09,-1086.54
100,-3,1678.38,-524.13
100,-6,-187.43,-2576.69
100,-8,-4021.03,594.87
100,-11,-2689.74,1497.53
100,-22,-4512.89,241.62
100,-35,-4137.81,814.96
100,-44,-3646.63,1823.35
100,-47,-1445.58,-2494.03
100,-48,270.26,875.02
100,-50,1572.53,632.28
100,-60,-3082.03,2404.86
100,-61,-592.05,-1205.98
100,-63,-2375.62,-1596.35
100,-69,-66.79,-3054.23
100,-82,2552.21,-3634.87
100,-91,1841.74,-1014.75
100,-101,1201.1,-4075.62
100,-102,1366.74,4.6
100,-104,998.64,-294.92
100,-106,1915.03,-649.46
100,-109,-359.13,-1985.48
100,-117,-2320.81,-1083.19
100,-127,423.23,1158.29
100,-139,829.17,-138.68
100,-143,952.96,-4374.49
100,-149,671.09,-4303.04
100,-150,2430.08,-1168.12
100,-154,2032.84,605.63
100,-158,436.11,-646.72
100,-163,1210.13,-647.9
101,-3,477.28,3551.49
101,-5,4036.87,-1193.02
101,-6,-1388.52,1498.93
101,-15,1630.2,-1175.14
101,-16,1401.42,331.44
101,-34,4245.34,-980.5
101,-38,2778.33,-2995.87
101,-47,-2646.67,1581.59
101,-61,-1793.15,2869.64
101,-63,-3576.72,2479.27
101,-67,2972.78,-3224.03
101,-69,-1267.89,1021.39
101,-82,1351.11,440.75
101,-91,640.64,3060.87
101,-96,3161.1,-3192.46
101,-99,2557.73,-3014.96
101,-100,-1201.1,4075.62
101,-102,165.64,4080.22
101,-104,-202.46,3780.7
101,-106,713.93,3426.15
101,-109,-1560.22,2090.14
101,-119,2626.75,-3046.82
101,-121,3224.19,-2888.04
101,-131,3476.76,-1362.52
101,-139,-371.92,3936.94
101,-143,-248.13,-298.87
101,-149,-530.01,-227.42
101,-150,1228.98,2907.5
101,-155,2683.22,-2498.94
101,-158,-764.99,3428.9
101,-159,-2161.31,-699.23
101,-161,2800.28,-3425.22
101,-163,9.04,3427.72
102,-3,311.63,-528.72
102,-6,-1554.17,-2581.29
102,-11,-4056.48,1492.93
102,-16,1235.78,-3748.77
102,-47,-2812.32,-2498.63
102,-48,-1096.49,870.42
102,-50,205.79,627.68
102,-61,-1958.79,-1210.57
102,-63,-3742.36,-1600.95
102,-69,-1433.53,-3058.83
102,-82,1185.47,-3639.47
102,-91,475,-1019.35
102,-100,-1366.74,-4.6
102,-101,-165.64,-4080.22
102,-104,-368.1,-299.51
102,-106,548.28,-654.06
102,-109,-1725.87,-1990.08
102,-117,-3687.55,-1087.78
102,-127,-943.51,1153.69
102,-139,-537.57,-143.28
102,-143,-413.78,-4379.09
102,-149,-695.65,-4307.63
102,-150,1063.34,-1172.72
102,-154,666.09,601.03
102,-158,-930.63,-651.32
102,-163,-156.61,-652.49
103,-1,-825.07,1250.49
103,-2,-2731.25,997.82
103,-7,1144.46,53.61
103,-9,1439.07,1602.42
103,-10,-2664.77,1078.11
103,-19,812.1,-2543.65
103,-20,-2408.65,462.93
103,-21,687.8,-2787.03
103,-25,-3618.1,2739.71
103,-26,-3444.39,2253.43
103,-29,-3177.91,2449.91
103,-33,-2282.38,1523.35
103,-36,-1980.04,122.73
103,-46,-2748.25,2724.95
103,-49,-3252.99,2620.64
103,-54,-2336.69,3009.76
103,-59,2327.34,968.07
103,-65,-3094.12,2525.88
103,-73,1754.15,-4082.64
103,-75,1876.58,-3903.75
103,-85,496.11,-2641.22
103,-86,86.71,1600.01
103,-89,-1050.09,-3552.43
103,-90,-639.15,-380.02
103,-92,-2631.75,1067.95
103,-105,-1631.48,1211.36
103,-111,1521.65,-3609.64
103,-112,2799.55,-2447.1
103,-118,-1647.94,1226.99
103,-122,858.04,1862.74
103,-125,-936.01,-3690.25
103,-129,675.51,1328.91
103,-137,-652.59,-1611.83
103,-140,-384.31,-1440.89
103,-142,-1291.15,-953.76
103,-147,-739.84,31.84
104,-3,679.74,-229.21
104,-6,-1186.06,-2281.77
104,-11,-3688.38,1792.44
104,-16,1603.88,-3449.26
104,-47,-2444.21,-2199.12
104,-48,-728.38,1169.93
104,-50,573.9,927.2
104,-61,-1590.69,-911.06
104,-63,-3374.25,-1301.44
104,-69,-1065.43,-2759.31
104,-82,1553.58,-3339.96
104,-91,843.1,-719.83
104,-100,-998.64,294.92
104,-101,202.46,-3780.7
104,-102,368.1,299.51
104,-106,916.39,-354.55
104,-109,-1357.76,-1690.56
104,-117,-3319.44,-788.27
104,-127,-575.4,1453.21
104,-139,-169.46,156.23
104,-143,-45.67,-4079.58
104,-149,-327.55,-4008.12
104,-150,1431.44,-873.2
104,-154,1034.2,900.55
104,-158,-562.53,-351.8
104,-163,211.5,-352.98
105,-1,806.41,39.14
105,-2,-1099.77,-213.54
105,-7,2775.93,-1157.75
105,-9,3070.54,391.06
105,-10,-1033.29,-133.25
105,-18,-2516.36,2015.31
105,-19,2443.57,-3755
105,-20,-777.17,-748.42
105,-25,-1986.62,1528.35
105,-26,-1812.91,1042.08
105,-27,-2024.64,1700.62
105,-29,-1546.44,1238.56
105,-33,-650.91,311.99
105,-36,-348.57,-1088.62
105,-46,-1116.78,1513.6
105,-49,-1621.51,1409.28
105,-54,-705.22,1798.41
105,-59,3958.82,-243.29
105,-65,-1462.64,1314.53
105,-85,2127.58,-3852.57
105,-86,1718.19,388.65
105,-90,992.33,-1591.38
105,-92,-1000.28,-143.4
105,-103,1631.48,-1211.36
105,-108,-1850.94,1910.29
105,-118,-16.47,15.64
105,-122,2489.51,651.38
105,-123,-2705.22,2919.1
105,-129,2306.99,117.56
105,-136,-1602.86,2439.39
105,-137,978.89,-2823.18
105,-140,1247.17,-2652.24
105,-142,340.33,-2165.11
105,-147,891.64,-1179.51
106,-3,-236.65,125.34
106,-6,-2102.45,-1927.23
106,-16,687.49,-3094.71
106,-47,-3360.6,-1844.57
106,-48,-1644.77,1524.48
106,-50,-342.49,1281.74
106,-61,-2507.08,-556.51
106,-63,-4290.64,-946.89
106,-69,-1981.81,-2404.77
106,-82,637.19,-2985.41
106,-91,-73.29,-365.28
106,-100,-1915.03,649.46
106,-101,-713.93,-3426.15
106,-102,-548.28,654.06
106,-104,-916.39,354.55
106,-109,-2274.15,-1336.01
106,-117,-4235.83,-433.72
106,-127,-1491.79,1807.76
106,-139,-1085.85,510.78
106,-143,-962.06,-3725.03
106,-149,-1243.93,-3653.57
106,-150,515.06,-518.65
106,-154,117.81,1255.1
106,-158,-1478.92,2.74
106,-163,-704.89,1.57
107,-2,3174.07,-2793.88
107,-10,3240.55,-2713.59
107,-18,1757.48,-565.03
107,-25,2287.22,-1051.99
107,-26,2460.93,-1538.26
