s_id,a_id,x,y
107,-27,2249.2,-879.72
107,-29,2727.4,-1341.79
107,-33,3622.93,-2268.35
107,-46,3157.06,-1066.74
107,-49,2652.32,-1171.06
107,-54,3568.62,-781.93
107,-65,2811.2,-1265.82
107,-74,-3315.44,2573.16
107,-76,86.52,694.32
107,-92,3273.56,-2723.74
107,-108,2422.9,-670.06
107,-110,234.27,384.42
107,-114,-2959.44,1901.98
107,-120,343.45,-77.98
107,-123,1568.62,338.75
107,-136,2670.98,-140.95
107,-138,-1098.31,1059.21
107,-146,-3527.81,2857.17
107,-152,-411.94,1024.56
107,-160,-3192.61,2155.21
108,-1,2657.34,-1871.15
108,-2,751.16,-2123.82
108,-10,817.65,-2043.53
108,-18,-665.42,105.02
108,-20,1073.76,-2658.71
108,-25,-135.69,-381.93
108,-26,38.03,-868.21
108,-27,-173.71,-209.66
108,-29,304.5,-671.73
108,-33,1200.03,-1598.29
108,-36,1502.37,-2998.91
108,-46,734.16,-396.69
108,-49,229.42,-501
108,-54,1145.72,-111.88
108,-65,388.29,-595.76
108,-76,-2336.38,1364.38
108,-86,3569.13,-1521.63
108,-90,2843.27,-3501.67
108,-92,850.66,-2053.69
108,-105,1850.94,-1910.29
108,-107,-2422.9,670.06
108,-110,-2188.63,1054.48
108,-118,1834.47,-1894.65
108,-120,-2079.45,592.08
108,-122,4340.45,-1258.9
108,-123,-854.28,1008.81
108,-129,4157.92,-1792.73
108,-136,248.08,529.11
108,-138,-3521.21,1729.26
108,-147,2742.57,-3089.8
108,-152,-2834.84,1694.62
109,-3,2037.5,1461.35
109,-6,171.7,-591.21
109,-8,-3661.91,2580.35
109,-11,-2330.61,3483.01
109,-16,2961.64,-1758.7
109,-23,-4177.76,-1270.15
109,-47,-1086.45,-508.56
109,-48,629.38,2860.49
109,-50,1931.66,2617.76
109,-61,-232.93,779.5
109,-63,-2016.49,389.13
109,-69,292.34,-1068.75
109,-82,2911.34,-1649.39
109,-91,2200.87,970.73
109,-100,359.13,1985.48
109,-101,1560.22,-2090.14
109,-102,1725.87,1990.08
109,-104,1357.76,1690.56
109,-106,2274.15,1336.01
109,-117,-1961.68,902.29
109,-127,782.36,3143.77
109,-130,-3229.67,-2605.27
109,-139,1188.3,1846.79
109,-143,1312.09,-2389.02
109,-149,1030.22,-2317.56
109,-150,2789.21,817.36
109,-154,2391.96,2591.11
109,-158,795.24,1338.76
109,-159,-601.08,-2789.37
109,-163,1569.26,1337.58
110,-2,2939.8,-3178.3
110,-10,3006.28,-3098.01
110,-18,1523.21,-949.46
110,-25,2052.95,-1436.41
110,-26,2226.66,-1922.69
110,-27,2014.93,-1264.14
110,-29,2493.13,-1726.21
110,-33,3388.66,-2652.77
110,-46,2922.79,-1451.17
110,-49,2418.06,-1555.48
110,-54,3334.35,-1166.36
110,-65,2576.93,-1650.24
110,-74,-3549.7,2188.74
110,-76,-147.75,309.9
110,-92,3039.29,-3108.17
110,-107,-234.27,-384.42
110,-108,2188.63,-1054.48
110,-114,-3193.7,1517.55
110,-120,109.18,-462.4
110,-123,1334.35,-45.67
110,-136,2436.71,-525.37
110,-138,-1332.57,674.78
110,-146,-3762.08,2472.75
110,-152,-646.2,640.14
110,-160,-3426.88,1770.79
111,-7,-377.2,3663.25
111,-19,-709.56,1066
111,-21,-833.85,822.61
111,-31,2216.67,-2419.92
111,-32,2463.69,-2000.62
111,-42,2335.73,-2350.28
111,-52,669.74,-966.2
111,-56,3365.78,-2939.92
111,-62,3060.55,-3124.61
111,-73,232.49,-473
111,-75,354.93,-294.11
111,-84,2691.81,-2682.3
111,-85,-1025.55,968.43
111,-89,-2571.74,57.21
111,-90,-2160.8,3229.62
111,-103,-1521.65,3609.64
111,-112,1277.9,1162.55
111,-125,-2457.66,-80.61
111,-128,2928.46,-3300.68
111,-133,1532.71,-1723.22
111,-137,-2174.24,1997.82
111,-140,-1905.96,2168.76
111,-142,-2812.8,2655.89
111,-147,-2261.49,3641.49
111,-153,1403.74,-1351.28
112,-7,-1655.09,2500.71
112,-9,-1360.48,4049.52
112,-19,-1987.45,-96.55
112,-21,-2111.75,-339.93
112,-31,938.77,-3582.47
112,-32,1185.79,-3163.16
112,-42,1057.83,-3512.83
112,-52,-608.16,-2128.75
112,-59,-472.21,3415.17
112,-73,-1045.4,-1635.55
112,-75,-922.97,-1456.66
112,-84,1413.91,-3844.85
112,-85,-2303.44,-194.12
112,-89,-3849.64,-1105.33
112,-90,-3438.69,2067.07
112,-103,-2799.55,2447.1
112,-111,-1277.9,-1162.55
112,-125,-3735.56,-1243.15
112,-129,-2124.04,3776.01
112,-133,254.81,-2885.76
112,-137,-3452.14,835.27
112,-140,-3183.86,1006.21
112,-142,-4090.7,1493.34
112,-147,-3539.39,2478.94
112,-153,125.85,-2513.83
113,-13,3728.7,-141.69
113,-15,-418.41,4419.05
113,-28,3848.88,1990.47
113,-38,729.72,2598.32
113,-53,4257.58,-147.53
113,-55,364.02,441.54
113,-58,3445.85,1347.7
113,-67,924.17,2370.16
113,-68,1846.44,2642.48
113,-71,2585.27,1667.46
113,-79,3688.89,-207.87
113,-88,2230.96,3499.66
113,-96,1112.48,2401.74
113,-97,2712.37,-888.61
113,-99,509.12,2579.23
113,-119,578.13,2547.38
113,-121,1175.57,2706.15
113,-124,4191.73,-133.75
113,-131,1428.15,4231.67
113,-144,3054,723.04
113,-145,1549.16,1948.2
113,-151,2085.4,1611.96
113,-155,634.61,3095.26
113,-156,3526.52,2565.55
113,-161,751.66,2168.97
113,-165,3440.21,1492.69
113,-167,1823.79,-2042.69
114,-45,-659.13,945.56
114,-57,-736.07,858.63
114,-74,-356,671.18
114,-76,3045.95,-1207.65
114,-107,2959.44,-1901.98
114,-110,3193.7,-1517.55
114,-115,-1648.61,2078.53
114,-120,3302.89,-1979.95
114,-126,-735.77,1063.85
114,-135,-862.31,1157.87
114,-138,1861.13,-842.77
114,-146,-568.38,955.2
114,-152,2547.5,-877.42
114,-160,-233.17,253.24
115,-45,989.48,-1132.97
115,-57,912.54,-1219.89
115,-74,1292.61,-1407.34
115,-114,1648.61,-2078.53
115,-126,912.84,-1014.68
115,-135,786.3,-920.66
115,-146,1080.23,-1123.33
115,-160,1415.44,-1825.29
116,-4,868.47,-471.58
116,-12,-329.26,125.63
116,-13,-2156.64,635.46
116,-17,316.68,-81.88
116,-28,-2036.47,2767.62
116,-30,-449.2,-66.8
116,-43,-287.89,135.3
116,-53,-1627.77,629.63
116,-58,-2439.5,2124.85
116,-66,-1110.71,3732.26
116,-70,288.38,-255.93
116,-71,-3300.08,2444.62
116,-77,-639.65,2593.27
116,-79,-2196.46,569.29
116,-94,-285.11,4519.43
116,-97,-3172.98,-111.46
116,-124,-1693.62,643.41
116,-134,643.66,1052.94
116,-141,479.49,-173.21
116,-144,-2831.34,1500.2
116,-151,-3799.95,2389.11
116,-156,-2358.83,3342.71
116,-165,-2445.14,2269.85
116,-167,-4061.56,-1265.53
117,-3,3999.18,559.06
117,-6,2133.38,-1493.5
117,-8,-1700.23,1678.06
117,-11,-368.93,2580.72
117,-22,-2192.08,1324.81
117,-23,-2216.08,-2172.44
117,-35,-1817.01,1898.15
117,-39,-2916.09,2696.09
117,-40,-3739.55,1168.25
117,-41,-2687.87,1724.88
117,-44,-1325.82,2906.54
117,-47,875.23,-1410.85
117,-48,2591.06,1958.2
117,-50,3893.34,1715.47
117,-51,-3031.21,2187.42
117,-60,-761.22,3488.05
117,-61,1728.75,-122.79
117,-63,-54.81,-513.16
117,-64,-3061.25,2039.22
117,-69,2254.02,-1971.04
117,-72,-3456.88,1861.01
117,-81,-4128.18,221.54
117,-83,-2643.5,3443.96
117,-91,4162.54,68.44
117,-93,-2987.49,2427.83
117,-100,2320.81,1083.19
117,-102,3687.55,1087.78
117,-104,3319.44,788.27
117,-106,4235.83,433.72
117,-109,1961.68,-902.29
117,-127,2744.04,2241.48
117,-130,-1268,-3507.56
117,-132,-2837.51,2851.93
117,-139,3149.98,944.5
117,-149,2991.9,-3219.85
117,-158,2756.91,436.47
117,-159,1360.6,-3691.66
117,-162,-2219.46,2191.87
117,-163,3530.94,435.29
117,-164,-3709.93,2564.85
118,-1,822.87,23.5
118,-2,-1083.31,-229.17
118,-7,2792.4,-1173.38
118,-9,3087.01,375.43
118,-10,-1016.82,-148.88
118,-18,-2499.89,1999.67
118,-19,2460.04,-3770.64
118,-20,-760.71,-764.06
118,-25,-1970.16,1512.72
118,-26,-1796.44,1026.44
118,-27,-2008.18,1684.99
118,-29,-1529.97,1222.92
118,-33,-634.44,296.35
118,-36,-332.1,-1104.26
118,-46,-1100.31,1497.96
118,-49,-1605.05,1393.65
118,-54,-688.75,1782.77
118,-59,3975.28,-258.92
118,-65,-1446.18,1298.89
118,-85,2144.05,-3868.21
118,-86,1734.66,373.02
118,-90,1008.8,-1607.02
118,-92,-983.81,-159.04
118,-103,1647.94,-1226.99
118,-105,16.47,-15.64
118,-108,-1834.47,1894.65
118,-122,2505.98,635.75
118,-123,-2688.75,2903.46
118,-129,2323.45,101.92
118,-136,-1586.39,2423.76
118,-137,995.36,-2838.82
118,-140,1263.63,-2667.88
118,-142,356.8,-2180.75
118,-147,908.1,-1195.15
119,-5,1410.12,1853.8
119,-13,3150.57,-2689.07
119,-14,2034.97,1254.63
119,-15,-996.55,1871.67
119,-16,-1225.33,3378.26
119,-28,3270.75,-556.91
119,-34,1618.59,2066.31
119,-38,151.58,50.95
119,-55,-214.12,-2105.84
119,-58,2867.71,-1199.68
119,-66,4196.5,407.72
119,-67,346.03,-177.22
119,-68,1268.3,95.11
119,-71,2007.14,-879.92
119,-79,3110.75,-2755.25
119,-82,-1275.64,3487.56
119,-88,1652.82,952.28
119,-95,3208.43,1444.99
119,-96,534.34,-145.64
119,-97,2134.23,-3435.99
119,-99,-69.02,31.85
119,-101,-2626.75,3046.82
119,-113,-578.13,-2547.38
119,-121,597.44,158.77
119,-124,3613.6,-2681.13
119,-131,850.01,1684.3
119,-143,-2874.88,2747.94
119,-144,2475.87,-1824.33
119,-145,971.02,-599.18
119,-149,-3156.76,2819.4
119,-151,1507.26,-935.42
119,-155,56.47,547.88
119,-156,2948.39,18.18
119,-161,173.53,-378.4
119,-165,2862.07,-1054.69
120,-2,2830.62,-2715.9
120,-10,2897.1,-2635.61
120,-18,1414.03,-487.06
120,-20,3153.21,-3250.79
120,-25,1943.77,-974.01
120,-26,2117.48,-1460.29
120,-27,1905.75,-801.74
120,-29,2383.95,-1263.81
120,-33,3279.48,-2190.37
120,-46,2813.61,-988.77
120,-49,2308.88,-1093.08
120,-54,3225.17,-703.96
120,-65,2467.75,-1187.84
120,-74,-3658.89,2651.14
120,-76,-256.93,772.3
120,-92,2930.11,-2645.77
120,-107,-343.45,77.98
120,-108,2079.45,-592.08
120,-110,-109.18,462.4
120,-114,-3302.89,1979.95
120,-123,1225.17,416.73
120,-136,2327.53,-62.97
120,-138,-1441.75,1137.18
120,-152,-755.39,1102.54
120,-160,-3536.06,2233.19
121,-5,812.68,1695.03
121,-13,2553.13,-2847.84
121,-14,1437.53,1095.86
121,-15,-1593.99,1712.9
121,-16,-1822.77,3219.49
121,-28,2673.31,-715.68
121,-34,1021.15,1907.54
121,-38,-445.85,-107.83
121,-53,3082,-2853.68
121,-55,-811.56,-2264.61
121,-58,2270.27,-1358.46
121,-66,3599.06,248.95
121,-67,-251.41,-335.99
121,-68,670.87,-63.67
121,-71,1409.7,-1038.69
121,-77,4070.13,-890.04
121,-79,2513.31,-2914.02
121,-82,-1873.07,3328.79
121,-88,1055.38,793.51
121,-94,4424.67,1036.13
121,-95,2611,1286.21
121,-96,-63.09,-304.42
121,-97,1536.79,-3594.77
121,-99,-666.45,-126.92
121,-101,-3224.19,2888.04
121,-113,-1175.57,-2706.15
121,-119,-597.44,-158.77
121,-124,3016.16,-2839.9
121,-131,252.57,1525.52
121,-143,-3472.32,2589.17
121,-144,1878.43,-1983.11
121,-145,373.58,-757.95
121,-151,909.83,-1094.19
121,-155,-540.97,389.11
121,-156,2350.95,-140.6
121,-161,-423.91,-537.18
121,-165,2264.63,-1213.46
122,-1,-1683.11,-612.24
122,-2,-3589.29,-864.92
122,-7,286.42,-1809.13
122,-9,581.03,-260.32
122,-10,-3522.8,-784.63
122,-19,-45.94,-4406.39
122,-20,-3266.69,-1399.81
122,-26,-4302.42,390.69
122,-29,-4035.95,587.17
122,-33,-3140.42,-339.39
122,-36,-2838.08,-1740.01
122,-46,-3606.29,862.21
122,-49,-4111.03,757.9
122,-54,-3194.73,1147.02
122,-59,1469.3,-894.67
122,-65,-3952.16,663.14
122,-85,-361.93,-4503.96
122,-86,-771.32,-262.73
122,-90,-1497.18,-2242.76
122,-92,-3489.79,-794.79
122,-103,-858.04,-1862.74
122,-105,-2489.51,-651.38
122,-108,-4340.45,1258.9
122,-118,-2505.98,-635.75
122,-129,-182.53,-533.83
122,-136,-4092.37,1788.01
122,-137,-1510.62,-3474.57
122,-140,-1242.35,-3303.63
122,-142,-2149.18,-2816.5
122,-147,-1597.88,-1830.9
123,-1,3511.62,-2879.96
123,-2,1605.44,-3132.63
123,-10,1671.93,-3052.34
123,-18,188.86,-903.79
123,-20,1928.04,-3667.52
123,-25,718.59,-1390.74
123,-26,892.31,-1877.02
123,-27,680.57,-1218.47
123,-29,1158.78,-1680.54
123,-33,2054.31,-2607.1
123,-46,1588.44,-1405.5
123,-49,1083.7,-1509.81
123,-54,2000,-1120.69
123,-65,1242.57,-1604.57
123,-76,-1482.1,355.57
123,-92,1704.94,-3062.5
123,-105,2705.22,-2919.1
123,-107,-1568.62,-338.75
123,-108,854.28,-1008.81
123,-110,-1334.35,45.67
123,-118,2688.75,-2903.46
123,-120,-1225.17,-416.73
123,-136,1102.36,-479.7
123,-138,-2666.93,720.45
123,-152,-1980.56,685.81
124,-4,2562.09,-1114.99
124,-12,1364.35,-517.78
124,-13,-463.03,-7.94
124,-14,-1578.62,3935.76
124,-17,2010.3,-725.28
124,-28,-342.85,2124.22
124,-30,1244.42,-710.2
124,-38,-3462.01,2732.08
124,-43,1405.72,-508.1
124,-53,65.85,-13.78
124,-55,-3827.72,575.29
124,-58,-745.88,1481.45
124,-66,582.91,3088.85
124,-67,-3267.56,2503.91
124,-68,-2345.29,2776.23
124,-70,1982,-899.33
124,-71,-1606.46,1801.21
124,-77,1053.97,1949.86
124,-79,-502.85,-74.12
124,-88,-1960.77,3633.41
124,-94,1408.51,3876.03
124,-95,-405.16,4126.11
124,-96,-3079.25,2535.49
124,-97,-1479.36,-754.86
124,-113,-4191.73,133.75
124,-116,1693.62,-643.41
124,-119,-3613.6,2681.13
124,-121,-3016.16,2839.9
124,-134,2337.28,409.53
124,-141,2173.11,-816.62
124,-144,-1137.73,856.79
124,-145,-2642.58,2081.95
124,-151,-2106.33,1745.71
124,-156,-665.21,2699.3
124,-161,-3440.07,2302.72
124,-165,-751.52,1626.44
124,-167,-2367.94,-1908.94
125,-7,2080.46,3743.86
125,-19,1748.11,1146.6
125,-20,-1472.64,4153.18
125,-21,1623.81,903.22
125,-24,-3912.69,1040.19
125,-36,-1044.03,3812.98
125,-37,-3902.83,1149.3
125,-52,3127.4,-885.6
125,-73,2690.16,-392.39
125,-75,2812.59,-213.5
125,-85,1432.12,1049.03
125,-89,-114.08,137.82
125,-90,296.86,3310.23
125,-103,936.01,3690.25
125,-111,2457.66,80.61
125,-112,3735.56,1243.15
125,-133,3990.37,-1642.61
125,-137,283.42,2078.43
125,-140,551.7,2249.36
125,-142,-355.14,2736.5
125,-147,196.17,3722.09
125,-153,3861.41,-1270.67
126,-45,76.63,-118.29
126,-57,-0.3,-205.21
126,-74,379.77,-392.66
126,-76,3781.72,-2271.5
126,-114,735.77,-1063.85
126,-115,-912.84,1014.68
126,-135,-126.55,94.02
126,-138,2596.9,-1906.62
126,-146,167.39,-108.65
126,-152,3283.27,-1941.26
126,-160,502.6,-810.61
127,-3,1255.14,-1682.42
127,-6,-610.66,-3734.98
127,-8,-4444.27,-563.42
127,-11,-3112.97,339.24
127,-44,-4069.86,665.06
127,-47,-1868.81,-3652.33
127,-48,-152.98,-283.27
127,-50,1149.3,-526.01
127,-60,-3505.26,1246.57
127,-61,-1015.29,-2364.27
127,-63,-2798.85,-2754.64
127,-69,-490.02,-4212.52
127,-91,1418.5,-2173.04
127,-100,-423.23,-1158.29
127,-102,943.51,-1153.69
127,-104,575.4,-1453.21
127,-106,1491.79,-1807.76
127,-109,-782.36,-3143.77
127,-117,-2744.04,-2241.48
127,-139,405.94,-1296.98
127,-150,2006.85,-2326.41
127,-154,1609.6,-552.66
127,-158,12.88,-1805.01
127,-163,786.9,-1806.19
128,-8,2542.26,-1416.94
128,-11,3873.56,-514.29
128,-22,2050.41,-1770.19
128,-31,-711.79,880.76
128,-32,-464.78,1300.06
128,-35,2425.48,-1196.85
128,-39,1326.4,-398.91
128,-40,502.94,-1926.75
128,-41,1554.62,-1370.12
128,-42,-592.73,950.4
128,-44,2916.67,-188.47
128,-51,1211.29,-907.59
128,-52,-2258.73,2334.48
128,-56,437.32,360.76
128,-60,3481.27,393.05
128,-62,132.09,176.08
128,-64,1181.24,-1055.78
128,-72,785.61,-1233.99
128,-73,-2695.97,2827.68
128,-75,-2573.53,3006.57
128,-81,114.31,-2873.46
128,-83,1598.99,348.96
128,-84,-236.65,618.38
128,-87,-863.89,-1783.3
128,-93,1255,-667.17
128,-98,562.02,-388.55
128,-111,-2928.46,3300.68
128,-132,1404.98,-243.07
128,-133,-1395.76,1577.47
128,-148,-1336.09,-1398.06
128,-153,-1524.72,1949.4
128,-157,683.63,370.44
128,-162,2023.03,-903.13
128,-164,532.56,-530.15
128,-166,865.8,518.08
129,-1,-1500.58,-78.42
129,-2,-3406.76,-331.09
129,-7,468.95,-1275.3
129,-9,763.56,273.51
129,-10,-3340.28,-250.81
129,-19,136.59,-3872.56
129,-20,-3084.16,-865.98
129,-21,12.29,-4115.94
129,-25,-4293.61,1410.8
129,-26,-4119.9,924.52
129,-29,-3853.42,1121
129,-33,-2957.89,194.43
129,-36,-2655.55,-1206.18
129,-46,-3423.76,1396.04
129,-49,-3928.5,1291.73
129,-54,-3012.2,1680.85
129,-59,1651.83,-360.84
129,-65,-3769.63,1196.97
129,-85,-179.4,-3970.13
129,-86,-588.8,271.1
129,-90,-1314.66,-1708.94
129,-92,-3307.26,-260.96
129,-103,-675.51,-1328.91
129,-105,-2306.99,-117.56
129,-108,-4157.92,1792.73
129,-112,2124.04,-3776.01
129,-118,-2323.45,-101.92
129,-122,182.53,533.83
129,-136,-3909.85,2321.84
129,-137,-1328.1,-2940.74
129,-140,-1059.82,-2769.8
129,-142,-1966.66,-2282.67
129,-147,-1415.35,-1297.07
130,-6,3401.37,2014.05
130,-23,-948.09,1335.12
130,-47,2143.22,2096.71
130,-61,2996.75,3384.77
130,-63,1213.18,2994.39
130,-69,3522.01,1536.52
130,-80,261.43,-2448.37
130,-109,3229.67,2605.27
130,-117,1268,3507.56
130,-143,4541.76,216.25
130,-149,4259.89,287.71
130,-159,2628.59,-184.1
131,-5,560.11,169.5
131,-14,1184.96,-429.67
131,-15,-1846.56,187.38
131,-16,-2075.34,1693.96
131,-28,2420.73,-2241.21
131,-34,768.58,382.01
131,-38,-698.43,-1633.35
131,-55,-1064.13,-3790.14
131,-58,2017.7,-2883.98
131,-66,3346.49,-1276.57
131,-67,-503.98,-1861.51
131,-68,418.29,-1589.19
131,-71,1157.12,-2564.21
131,-77,3817.55,-2415.56
131,-82,-2125.65,1803.27
131,-88,802.81,-732.02
131,-94,4172.1,-489.4
131,-95,2358.42,-239.31
131,-96,-315.67,-1829.94
131,-99,-919.03,-1652.44
131,-101,-3476.76,1362.52
131,-113,-1428.15,-4231.67
131,-119,-850.01,-1684.3
131,-121,-252.57,-1525.52
131,-143,-3724.9,1063.64
131,-144,1625.86,-3508.63
131,-145,121.01,-2283.47
131,-149,-4006.77,1135.1
131,-151,657.25,-2619.72
131,-155,-793.54,-1136.42
131,-156,2098.37,-1666.12
131,-161,-676.49,-2062.7
131,-165,2012.06,-2738.98
132,-8,1137.28,-1173.87
132,-11,2468.58,-271.21
132,-22,645.43,-1527.12
132,-31,-2116.77,1123.83
132,-32,-1869.76,1543.14
132,-35,1020.5,-953.78
132,-39,-78.58,-155.84
132,-40,-902.04,-1683.68
132,-41,149.64,-1127.05
132,-42,-1997.71,1193.47
132,-44,1511.69,54.61
132,-51,-193.69,-664.52
132,-52,-3663.71,2577.55
132,-56,-967.66,603.83
132,-60,2076.29,636.12
132,-62,-1272.89,419.15
132,-63,2782.7,-3365.09
132,-64,-223.74,-812.71
132,-72,-619.37,-990.92
132,-81,-1290.67,-2630.39
132,-83,194.01,592.03
132,-84,-1641.63,861.45
132,-87,-2268.87,-1540.22
132,-93,-149.98,-424.1
132,-98,-842.96,-145.47
132,-117,2837.51,-2851.93
132,-128,-1404.98,243.07
132,-133,-2800.74,1820.54
132,-148,-2741.07,-1154.98
132,-153,-2929.7,2192.47
132,-157,-721.35,613.52
132,-162,618.05,-660.06
132,-164,-872.42,-287.08
132,-166,-539.18,761.16
133,-19,-2242.26,2789.21
133,-21,-2366.56,2545.83
133,-31,683.96,-696.71
133,-32,930.98,-277.4
133,-39,2722.15,-1976.38
133,-40,1898.69,-3504.22
133,-41,2950.38,-2947.59
133,-42,803.02,-627.07
133,-51,2607.04,-2485.05
133,-52,-862.97,757.01
133,-56,1833.08,-1216.71
133,-62,1527.84,-1401.39
133,-64,2576.99,-2633.25
133,-72,2181.37,-2811.46
133,-73,-1300.21,1250.22
133,-75,-1177.78,1429.11
133,-83,2994.75,-1228.51
133,-84,1159.1,-959.08
133,-85,-2558.25,2691.64
133,-87,531.87,-3360.76
133,-89,-4104.45,1780.43
133,-93,2650.75,-2244.63
133,-98,1957.78,-1966.01
133,-111,-1532.71,1723.22
133,-112,-254.81,2885.76
133,-125,-3990.37,1642.61
133,-128,1395.76,-1577.47
133,-132,2800.74,-1820.54
133,-148,59.67,-2975.52
133,-153,-128.96,371.94
133,-157,2079.38,-1207.02
133,-162,3418.79,-2480.6
133,-164,1928.31,-2107.62
133,-166,2261.56,-1059.38
134,-4,224.81,-1524.52
134,-12,-972.92,-927.31
134,-13,-2800.31,-417.48
134,-17,-326.98,-1134.82
134,-28,-2680.13,1714.68
134,-30,-1092.86,-1119.74
134,-43,-931.55,-917.64
134,-53,-2271.43,-423.31
134,-58,-3083.16,1071.91
134,-66,-1754.37,2679.32
134,-70,-355.28,-1308.87
134,-71,-3943.74,1391.68
134,-77,-1283.31,1540.33
134,-79,-2840.12,-483.65
134,-94,-928.77,3466.49
134,-97,-3816.64,-1164.4
134,-116,-643.66,-1052.94
134,-124,-2337.28,-409.53
134,-141,-164.17,-1226.15
134,-144,-3475.01,447.26
134,-156,-3002.49,2289.77
134,-165,-3088.8,1216.91
135,-45,203.18,-212.31
135,-57,126.25,-299.24
135,-74,506.31,-486.69
135,-114,862.31,-1157.87
135,-115,-786.3,920.66
135,-126,126.55,-94.02
135,-138,2723.45,-2000.64
135,-146,293.94,-202.68
135,-152,3409.81,-2035.29
135,-160,629.14,-904.63
136,-1,2409.27,-2400.25
136,-2,503.09,-2652.93
136,-10,569.57,-2572.64
136,-18,-913.5,-424.08
136,-20,825.69,-3187.81
136,-25,-383.76,-911.04
136,-26,-210.05,-1397.31
136,-27,-421.78,-738.77
136,-29,56.42,-1200.84
136,-33,951.95,-2127.4
136,-36,1254.29,-3528.02
136,-46,486.08,-925.79
136,-49,-18.65,-1030.11
136,-54,897.64,-640.98
136,-65,140.22,-1124.87
136,-76,-2584.46,835.27
136,-86,3321.05,-2050.74
136,-92,602.58,-2582.79
136,-105,1602.86,-2439.39
136,-107,-2670.98,140.95
136,-108,-248.08,-529.11
136,-110,-2436.71,525.37
136,-118,1586.39,-2423.76
136,-120,-2327.53,62.97
136,-122,4092.37,-1788.01
136,-123,-1102.36,479.7
136,-129,3909.85,-2321.84
136,-138,-3769.28,1200.16
136,-147,2494.49,-3618.9
136,-152,-3082.92,1165.51
137,-1,-172.48,2862.32
137,-2,-2078.66,2609.64
137,-7,1797.04,1665.43
137,-9,2091.65,3214.24
137,-10,-2012.18,2689.93
137,-19,1464.68,-931.82
137,-20,-1756.06,2074.76
137,-21,1340.39,-1175.2
137,-24,-4196.11,-1038.23
137,-33,-1629.8,3135.17
137,-36,-1327.46,1734.56
137,-37,-4186.25,-929.12
137,-52,2843.98,-2964.02
137,-59,2979.93,2579.89
137,-73,2406.73,-2470.82
137,-75,2529.17,-2291.93
137,-85,1148.69,-1029.39
137,-86,739.3,3211.83
137,-89,-397.5,-1940.61
137,-90,13.44,1231.8
137,-92,-1979.17,2679.78
137,-103,652.59,1611.83
137,-105,-978.89,2823.18
137,-111,2174.24,-1997.82
137,-112,3452.14,-835.27
137,-118,-995.36,2838.82
137,-122,1510.62,3474.57
137,-125,-283.42,-2078.43
137,-129,1328.1,2940.74
137,-140,268.28,170.94
137,-142,-638.56,658.07
137,-147,-87.25,1643.67
138,-18,2855.78,-1624.24
138,-25,3385.52,-2111.2
138,-26,3559.23,-2597.47
138,-27,3347.5,-1938.92
138,-29,3825.71,-2400.99
138,-45,-2520.27,1788.33
138,-49,3750.63,-2230.26
138,-57,-2597.2,1701.4
138,-65,3909.5,-2325.02
138,-74,-2217.13,1513.95
138,-76,1184.82,-364.88
138,-107,1098.31,-1059.21
138,-108,3521.21,-1729.26
138,-110,1332.57,-674.78
138,-114,-1861.13,842.77
138,-120,1441.75,-1137.18
138,-123,2666.93,-720.45
138,-126,-2596.9,1906.62
138,-135,-2723.45,2000.64
138,-136,3769.28,-1200.16
138,-146,-2429.51,1797.96
138,-152,686.37,-34.65
138,-160,-2094.3,1096.01
139,-3,849.2,-385.44
139,-6,-1016.6,-2438.01
139,-11,-3518.91,1636.21
139,-16,1773.34,-3605.49
139,-47,-2274.75,-2355.35
139,-48,-558.92,1013.7
139,-50,743.36,770.96
139,-61,-1421.23,-1067.29
139,-63,-3204.79,-1457.67
139,-69,-895.96,-2915.55
139,-82,1723.04,-3496.19
139,-91,1012.57,-876.06
139,-100,-829.17,138.68
139,-101,371.92,-3936.94
139,-102,537.57,143.28
139,-104,169.46,-156.23
139,-106,1085.85,-510.78
139,-109,-1188.3,-1846.79
139,-117,-3149.98,-944.5
139,-127,-405.94,1296.98
139,-143,123.79,-4235.81
139,-149,-158.08,-4164.35
139,-150,1600.91,-1029.44
139,-154,1203.66,744.32
139,-158,-393.06,-508.04
139,-163,380.96,-509.21
140,-1,-440.76,2691.38
140,-2,-2346.94,2438.71
140,-7,1528.77,1494.49
140,-9,1823.38,3043.31
140,-10,-2280.46,2518.99
140,-19,1196.41,-1102.76
140,-20,-2024.34,1903.82
140,-21,1072.11,-1346.14
140,-33,-1898.07,2964.23
140,-36,-1595.73,1563.62
140,-52,2575.7,-3134.96
140,-59,2711.65,2408.95
140,-73,2138.46,-2641.76
140,-75,2260.89,-2462.87
140,-85,880.42,-1200.33
140,-86,471.02,3040.9
140,-89,-665.78,-2111.55
140,-90,-254.83,1060.86
140,-92,-2247.44,2508.84
140,-103,384.31,1440.89
140,-105,-1247.17,2652.24
140,-111,1905.96,-2168.76
140,-112,3183.86,-1006.21
140,-118,-1263.63,2667.88
140,-122,1242.35,3303.63
140,-125,-551.7,-2249.36
140,-129,1059.82,2769.8
140,-137,-268.28,-170.94
140,-142,-906.84,487.13
140,-147,-355.53,1472.73
141,-4,388.98,-298.37
141,-12,-808.76,298.84
141,-13,-2636.14,808.68
141,-17,-162.81,91.34
141,-28,-2515.96,2940.84
141,-30,-928.69,106.42
141,-43,-767.39,308.52
141,-53,-2107.26,802.84
141,-58,-2918.99,2298.07
